text,label
taq,taq
herfle,hərflə
Birdeki,birdə ki
ixtisaslarda,ixtisaslarda
9-10-11ci,9-10-11ci
nida,nida
cavblarini,cavablarını
bilirsinizse,bilirsinizsə
Kömək,kömək
fikirləşirdim,fikirləşirdim
5bal,5 bal
lazımde,lazımdır
baxarsan,baxarsan
Arzum,arzum
sinifçin,sinif üçün
cümlədə,cümlədə
sualıma,sualıma
gedəcəksiniz,gedəcəksiniz
silirsən,silirsən
istəmirsiniz,istəmirsiniz
reis,rəis
Mənəm,mənəm
Adminlerden,adminlərdən
zonaları,zonaları
isdifade,isdifadə
eyləmlərdə,eyləmlərdə
versem,versəm
rol,rol
Metin,mətn
feilləri,feilləri
alsin,alsın
sehifesinde,səhifəsində
nəcəfin,Nəcəfin
görmüsüz,görmüsüz
icində,içində
İngilisce,ingiliscə
cavabıdı,cavabıdır
şexsiyə,şexsiyə
İnsAllah,İnsAllah
edebiyyata,ədəbiyyata
bilmezsiz,bilməzsiniz
Alıyevin,Əliyevin
Politologiya,politologiya
soruşulur,soruşulur
Kanalada,kanalada
suya,suya
tipinde,tipində
etdirmək,etdirmək
Bayramnan,Bayramnan
muhendisliyine,mühəndisliyinə
testlərinə,testlərinə
Məntiq,məntiq
5mana,5 manat
paylaşassız,paylaşassınız
qızlı,qizli
sonuç,sonuç
Fayl,fayl
Bakını,Bakını
atmıyın,atmıyın
qohumumuz,qohumumuz
edb,edib
Səhvlərin,səhvlərin
admindi,admindi
sata,sata
7’dir,7-dir
4də,4-də
olacaqmi,olacaqmı
müəllif,müəllif
yaşadığımız,yaşadığımız
duşən,düşən
dəyişmə,dəyişmə
qiymətin,qiymətin
olmayanları,olmayanları
ixtisasların,ixtisasların
yarısıdır,yarısıdır
birlesmesi,birləşməsi
imtahandaki,imtahandaki
nazirliyə,nazirliyə
edənin,edənin
1992-2012,1992-2012
sekilli,şəkilli
versa,versə
Adınızı,adınızı
29mart,29 mart
yığdız,yığdız
kolleclerin,kolleclərin
TopLular,toplular
Olanlari,olanları
Yanlız,yanlız
6e,6 e
bəxti,bəxti
nomreniz,nömrəniz
yigirsiz,yığırsız
3qrupa,3 qrupa
atırsan,atırsan
nüanslara,nüanslara
Riyaziytat,riyaziyyat
cemi,cəmi
Sinaqlarim,sınaqlarım
ypxdu,yoxdur
-2020,2020
suları,sualları
olmuyun,olmuyun
4u,4 ü
sorgu,sorğu
Neman,Neman
eliyende,eliyəndə
qoyduqda,qoyduqda
Abutryent,Abituriyent
sinağlari,sınağları
keçənlər,keçənlər
meyarlar,meyarlar
anlıq,anlıq
verənlərdə,verənlərdə
edəciyik,edəcəyik
ximiya,kimya
Zoomla,zoomla
mayin,mayın
Dinamikaların,dinamikaların
qebulların,qəbulların
eləməsin,eləməsin
Deyilmişdi,deyilmişdi
billen,bilən
hərf,hərf
açıqlardan,açıqlardan
məaləhətli,məaləhətli
şəxsli,şəxsli
unvanlayin,ünvanlayın
istəməmişəm,istəməmişəm
yazildi,yazıldı
secirik,seçirik
Vəsaiti,vəsaiti
Sahil,sahil
Riyaziyyatı,riyaziyyatı
Müəlliminizdən,müəlliminizdən
yardimlida,yardımlı da
İstədiyiniz,istədiyiniz
Subbakalvr,subbakalvr
vardimi,vardı mı
olinpiyada,olimpiyada
faydalanar,faydalanar
sekli,şəkli
Aydin,Aydın
dinamikalarını,dinamikalarını
DEYƏ,deyə
kımdese,kimdəsə
metni,mətni
yazsln,yazılsın
yazdırıb,yazdırıb
atacaqsiz,atacaqsınız
Cavblari,cavabları
Mükəmməl,mükəmməl
ilikden,ilikdən
tapmadız,tapmadınız
əminsizsə,əminsinizsə
qebullardan,qəbullardan
sevirsən,sevirsən
qürur,qürur
başlamalıdır,başlamalıdır
alasınız,alasınız
gelmr,gəlmir
Məntiqə,məntiqə
işlənib,işlənib
rüstəmovun,Rüstəmovun
kitabin,kitabın
tədrisi,tədrisi
tapırdım,tapırdım
yığsaq,yığsaq
seçənlər,seçənlər
korpusdu,korpusdur
icin,üçün
bilerki,bilər ki
kitabcası,kitabçası
50qəp,50 qəpik
metroya,metroya
tərkibində,tərkibində
2cisi,2 cisi
düşməyən,düşməyən
axtarında,axtarında
paylaşılmır,paylaşılmır
Müəlliməmiz,müəlliməmiz
aiddi,aiddir
hisseler,hissələr
göndererdiz,göndərərdiniz
Axtarış,axtarış
xüsusiyyətinə,xüsusiyyətinə
bağli,bağlı
Alindira,alındıra
beyninizdən,beyninizdən
imtahanında,imtahanında
Getdiyniz,getdiyiniz
Kollecin,kollecin
olmayandan,olmayandan
hazırlayıb,hazırlayıb
olarr,olar
belin,belin
Atdıqlarım,atdıqlarım
Nərgiz,Nərgiz
Bəzilərini,bəzilərini
dalğaları,dalğaları
heçkimin,heçkimin
atılar,atılar
yoxlayaram,yoxlayaram
Bacardığım,bacardığım
Basdan,başdan
köməyiviz,köməyiviz
tandığnız,tanıdığnız
tutulma,tutulma
qeydləri,qeydləri
Düşən,düşən
zamandır,zamandır
Usaqlar,uşaqlar
bileceyim,biləcəyim
Ceferova,Cəfərova
yerləşdirə,yerləşdirə
xaricinde,xaricində
Mamam,anam
müdir,müdür
olmazdim,olmazdım
Universitetde,universitetdə
sehifedi,səhifədir
Atin,atın
Halaldı,halaldı
əvvəla,əvvəla
Kitabının,kitabının
axdaram,axdarım
ödənişsizə,ödənişsizə
olduğunun,olduğunun
yönləndiririk,yönləndiririk
Tibbin,tibbin
tezedi,təzədir
buyursun,buyursun
verəcəyik,verəcəyik
PDF-lərin,PDF-lərin
olmağınız,olmağınız
bazası,bazası
dinləmələrinin,dinləmələrinin
vrya,və ya
olacağıq,olacağıq
yazacaqdim,yazacaqdım
Destek,dəstək
getdiyi,getdiyi
müddətində,müddətində
OXUYUN,oxuyun
yarımçıqdı,yarımçıqdır
tərcümələri,tərcümələri
əməkdaşlıq,əməkdaşlıq
kitablardı,kitablardı
gəzdirdim,gəzdirdim
Eynidi,eyni di
Edebiyyatdan,ədəbiyyatdan
atdigin,atdığın
hisəsi,hissəsi
Türkiyənin,Türkiyənin
sizinde,sizində
isletmemisem,işlətməmişəm
gosterir,göstərir
İdarə,idarə
eliyek,eliyək
aldığınız,aldığınız
Ayka,Ayka
işdəmişəm,işdəmişəm
KİTABIN,kitabın
Aramızda,aramızda
sinfəm,sinifəm
İntensiv,intensiv
informatikanın,informatikanın
Tapsaq,tapsaq
Hərkəs,hərkəs
duşen,düşən
balımı,balımı
tapmasaz,tapmasaz
Kitabla,kitabla
Verməyin,verməyin
toplamısız,toplamısınız
regionşünaslıq,regionşünaslıq
Yazıq,yazıq
Məmnuniyyətlə,məmnuniyyətlə
bacardız,bacardınız
Melumatı,məlumatı
keçməyənlər,keçməyənlər
Ümümi,ümümi
yazmaram,yazmaram
saxlasınlar,saxlasınlar
situasiyalar,situasiyalar
qalsada,qalsada
qaldığınız,qaldığınız
paylaşılmayıb,paylaşılmayıb
qızdı,qızdı
6-8,6-8
lugeti,lüğəti
respublika,respublika
verenlerin,verənlərin
Deyərdizdə,deyərdinizdə
Sinaqlari,sınaqları
tapmiram,tapmıram
cixdin,cıxdın
pdf-si,pdf-si
Universtedi,universitetdir
Atıb,atıb
Kəpəz,Kəpəz
yazimki,yazım ki
testinde,testində
bütövü,bütövü
xeyirlisi,xeyirlisi
verərdim,verərdim
quruplar,qruplar
Axundovun,Axundovun
kitabdırsa,kitabdırsa
9du,9 du
uzlusu,üzlüsü
alacaqsız,alacaqsız
Muellim,müəllim
Zefer,Zəfər
yönü,yönü
fakültəsində,fakültəsində
atardizde,atardızda
qeydlər,qeydlər
İşiniz,işiniz
aldın,aldın
sınaglarin,sınaqların
Duz,düz
botsuz,botsuz
apilyasiya,apelyasiya
yoxe,yox
gözlüyürəm,gözləyirəm
XEYR,xeyr
Subbakalavr,subbakalavr
Kecmis,keçmiş
Imtahanin,imtahanın
nümunələri,nümunələri
baxsaz,baxsaz
Jurnalistika,jurnalistika
paylaşsaydınız,paylaşsaydınız
vəsaiti,vəsaiti
deyerdi,deyərdi
tənzimlənilir,tənzimlənilir
muəllimlərin,müəllimlərin
proqramdan,proqramdan
arxasindaki,arxasındaki
isdeyen,isdəyən
çıxarın,çıxarın
kurslarında,kurslarında
tənliklər,tənliklər
sagol,sağol
keçdilər,keçdilər
tesekurler,təşəkkürlər
infonun,infonun
səhifələrdə,səhifələrdə
casdim,çasdım
Cümləmizdən,cümləmizdən
ballarnı,ballarını
atardim,atardım
Bayaxdan,bayaqdan
seçımı,seçimi
ingilus,ingilis
ondada,ondada
inkişafin,inkişafın
Filalogiya,filalogiya
suallim,sualım
valideyni,valideyni
yukleyim,yükləyim
məmnuniyyətlə,məmnuniyyətlə
istənilmişdi,istənilmişdi
yazasınız,yazasınız
Deyirdim,deyirdim
Allahım,Allahım
logistika,logistika
gəlmib,gəlmiyib
dinamikasin,dinamikasın
hazırlanır,hazırlanır
nəcəf,Nəcəf
vasitədir,vasitədir
İlini,ilini
Yuklənmir,yüklənmir
atdigim,atdığım
Xeber,xəbər
axrinci,axrıncı
İyunun,iyunun
3də,3 də
Günəş,Günəş
Nəmiş,Nəmiş
paylaşmır,paylaşmır
suallarını,suallarını
məzunuyam,məzunuyam
Yevlax,Yevlax
olat,olar
Məqalə,məqalə
haqqından,haqqından
vurma,vurma
olmaqdansa,olmaqdansa
qaydasinin,qaydasının
Yazdığım,yazdığım
kecmisiz,keçmisiniz
olunmasını,olunmasını
xəttim,xətdim
hadisələrin,hadisələrin
keçənilki,keçən ilki
cavabıarı,cavabları
imtanin,imtahanın
nəvəsi,nəvəsi
izləyə,izləyə
toplusudur,toplusudur
müraciətdən,müraciətdən
Xanim,xanım
bayramın,bayramın
baxırdıq,baxırdıq
əziyətdən,əziyətdən
vaxtadək,vaxtadək
Ələkbərovanin,Ələkbərovanın
BDUda,BDU da
funksiya,funksiya
şagirdə,şagirdə
yayındıran,yayındıran
yaxınlıqdakı,yaxınlıqdaki
sayılı,sayılı
biologiyası,biologiyası
riayziyyat,riayziyyat
sadedi,sadədir
olimpiyadalarının,olimpiyadalarının
ədəbiyyata,ədəbiyyata
olacaqsiz,olacaqsınız
seçimdən,seçimdən
Pulsuzzz,pulsuz
bahem,bahəm
fenne,fənə
Az-tarixi,Az-tarixi
DƏYANƏT,dəyanət
Silinen,silinən
Güvənnəşriyyat,Güvən nəşriyyat
Oradan,oradan
səxsi,şəxsi
jurnalındakı,jurnalındaki
layihəmiz,layihəmiz
yazarıq,yazarıq
təkmilləşdirilməsi,təkmilləşdirilməsi
Python,Python
Cok,çox
dəqiqələrdə,dəqiqələrdə
Iyunda,iyunda
Edirsiz,edirsiz
etsek,etsək
ayaga,ayağa
budursa,budursa
Kimden,kimdən
Testleri,testləri
isin,işin
yarışma,yarışma
Keçid,keçid
Sara,Sara
düşdük,düşdük
6-7-8,6-7-8
Sol,sol
secimden,seçimdən
arasıdı,arasıdı
Gülnare,Gülnarə
Bunnan,bundan
suallarin,sualların
Ballar,ballar
yaratmağa,yaratmağa
mövzülar,mövzülar
birsey,birşey
sayənizdə,sayənizdə
Köçürmə,köçürmə
paylasdim,paylaşdım
Hazırlığa,hazırlığa
yüklənənlər,yüklənənlər
zonalar,zonalar
Nermin,Nərmin
Şəkili,Şəkili
quvvede,qüvvədə
buraxılışda,buraxılışda
İbtidai,ibtidai
silirsiniz,silirsiniz
bilmirım,bilmirəm
deyilənə,deyilənə
saxlayacam,saxlayacam
yazmadığımız,yazmadığımız
edirəmm,edirəm
guvem,güvvəm
Vusale,Vüsalə
Imanovun,İmanovun
suallarıvı,suallarıvı
təhsilə,təhsilə
telebeler,tələbələr
vaxtlarin,vaxtların
soyad,soyad
Sekildeki,şəkildəki
Ruzigar,Rüzgar
imtahanını,imtahanını
yazılar,yazılar
Google-da,Google-da
keçirəcəyi,keçirəcəyi
TOPLUNU,toplunu
buraxilus,buraxılış
kanalında,kanalında
Xeyrr,xeyr
sistemlərinin,sistemlərinin
nesib,nəsib
nie,niyə
oxford,oxford
mayın,mayın
atmayn,atmayın
müharibəsinə,müharibəsinə
Əzizovun,Əzizovun
ballarını,ballarını
olunmaz,olunmaz
Kommersiya,kommersiya
bilirsinizsə,bilirsinizsə
cavablasin,cavablasın
paylaşardıq,paylaşardıq
2021kecid,2021 keçid
istəyirdiniz,istəyirdiniz
prablem,prablem
acildi,açıldı
Poçtla,poçtla
nesriyyati,nəşriyyatı
Elchin,Elçin
hamınızı,hamınızı
yazsanız,yazsanız
Kitabçanı,kitabçanı
etiketleyin,etiketləyin
qrafiklər,qrafiklər
İnşaAllah,İnşaAllah
2hissəsi,2 hissəsi
hökmən,hökmən
heryerde,hər yerdə
esitmisdim,eşitmişdim
yerləşdiriləcək,yerləşdiriləcək
Atdiginiz,atdığınız
olmr,olmur
2mərhələ,2 mərhələ
olacaqda,olacaq da
Yazılmayıb,yazılmayıb
atıla,atıla
cavablaridir,cavablarıdır
deirem,deyirəm
adlanir,adlanır
oxusanız,oxusanız
sexse,şəxsə
oksidləşmə,oksidləşmə
dekabr,dekabr
gəlməlidir,gəlməlidir
sorucurdum,soruşurdum
Açmır,açmır
9-ların,9-ların
etməyən,etməyən
satisda,satışda
təşkili,təşkili
nələrdi,nələrdi
salım,salım
dusuruk,düşürük
seherden,səhərdən
yayin,yayın
pulsuzdu,pulsuzdu
saytın,saytın
2013cü,2013 cü
fenlerinde,fənlərində
yazmaliyam,yazmalıyam
Blok,blok
oxusan,oxusan
Hafis,Hafis
keçsəm,keçsəm
aramızdı,aramızdı
dersliyinin,dərsliyinin
kanalına,kanalına
nevahtdi,nevaxtdi
prezident,prezident
kecer,keçər
paylaşmıram,paylaşmıram
yerlərinə,yerlərinə
artığı,artığı
diləyirəm,diləyirəm
Cavablarida,cavablarıda
saxlayarlar,saxlayarlar
Sayt'da,saytda
Linkı,linki
siyasi,siyasi
Nadirovun,Nadirovun
yazabilir,yaza bilir
PDF’dən,PDF-dən
hörmətlə,hörmətlə
göndərərdizdə,göndərərdizdə
bilecem,biləcəm
komputer,kompüter
kəsrlər,kəsrlər
paylaşmış,paylaşmış
Proqramı,proqramı
açıqlayacaq,açıqlayacaq
kanalinda,kanalında
olacağı,olacağı
pullusu,pullusu
acilmiyib,açılmayıb
yalandi,yalandı
gelseniz,gəlsəniz
Niə,niyə
Çevrə,çevrə
2015-,2015
birez,biraz
islemek,işləmək
işlənir,işlənir
Linke,linkə
yazilan,yazılan
Kimyanın,kimyanın
yaymayın,yaymayın
edinki,edin ki
zirvələrə,zirvələrə
mektebi,məktəbi
Nəzarət,nəzarət
sorusacaqdim,soruşacaqdım
Hedefin,hədəfin
laziçdi,lazımdır
qiymetler,qiymətlər
tarixe,tarixə
Coxsagol,çox sağol
Inan,inan
yazılır,yazılır
paylaşmamışıq,paylaşmamışıq
tapılırdı,tapılırdı
səbirsizliklə,səbirsizliklə
Teşekürler,təşəkkürlər
yükləyirsiniz,yükləyirsiniz
fzika,fizika
yax,yaz
asaniydi,asand idi
Quluzadənin,Quluzadənin
qrammatikadan,qrammatikadan
elanlardan,elanlardan
sizide,sizidə
ayrı-ayrılıqda,ayrı-ayrılıqda
Koməklik,köməklik
2019-2020,2019-2020
Yayimları,yayımları
siniflerin,siniflərin
serf,sərf
birge,birgə
atardız,atardız
toplamaliyam,toplamalıyam
xəyallarımdan,xəyallarımdan
varn,var
Bilmədiyniz,bilmədiyiniz
telim,təlim
mümkündürsə,mümkündürsə
proqramla,proqramla
HE,hə
abtriyent,abituriyent
almiwam,almışam
tapmadm,tapmadım
Xanımla,xanımla
atrdiz,atardız
buraxili,buraxılı
atılsın,atılsın
oxudugun,oxuduğun
çalışmalar,çalışmalar
diaqramında,diaqramında
faydalıdı,faydalıdır
niyeki,niyə ki
kanallarda,kanallarda
maraqlıdırsa,maraqlıdırsa
yazıramki,yazıram ki
qalanları,qalanları
kenardi,kənardı
yar,yar
inkisaf,inkşaf
verənlərdən,verənlərdən
Temizleme,temizləmə
Sessizi,səssizi
Qizam,qızam
Sorğu,sorğu
sınaqa,sınaqa
yaxşdıı,yaxşdı
təqribi,təqribi
zor,zor
Feil,feil
birşeyde,bir şeydə
Bal5,bal 5
Dinamikada,dinamikada
pisdi,pisdir
paylaşıldı,paylaşıldı
ardını,ardını
ixtisasla,ixtisasla
metroların,metroların
bildirərəm,bildirərəm
gormesin,görməsin
zefer,zəfər
paylasilacaq,paylaşılacaq
keçirilməyib,keçirilməyib
Lənkəran,Lənkəran
7Ci,7 ci
limitin,limitin
tiplidi,tiplidi
yigmisiz,yıgmısınız
gelmirki,gəlmirki
10un,10 un
nolur,nolar
mezunlarının,məzunlarının
atardizda,atardızda
hazırlamağa,hazırlamağa
Dəniz,Dəniz
Şəxsiyyət,şəxsiyyət
siyahısına,siyahısına
neçiye,nəçəyə
demişdiniz,demişdiniz
cild,cild
asagida,aşağıda
dedimki,dedim ki
yoldaşın,yoldaşın
2dənə,2 dənə
mövzulara,mövzulara
gondərə,göndər
suallarıdır,suallarıdır
30aprel,30 aprel
populyarlıq,populyarlıq
Nee,nə
abturiyent,abituriyent
bölgəyə,bölgəyə
testləriniz,testləriniz
fəza,fəza
ehtiyatı,ehtiyatı
vardıye,vardı
dəyərlidir,dəyərlidir
ayn,ayın
ederken,edərkən
Yooxdur,yoxdur
pdf-dir,pdf-dir
Buraxılışla,buraxılışla
qullugu,qulluğu
acmiram,açmıram
cin,cin
cavblari,cavabları
uyğunlaşdırıb,uyğunlaşdırıb
Huquq,hüquq
çıxın,çıxın
Nəsiminin,Nəsiminin
altqrupu,alt qrupu
Dünənki,dünən ki
quizdi,quiz di
Camaatın,camaatın
algılandı,alqılandı
islemeliyem,işləməliyəm
Riyaziyatdan,riyaziyatdan
mezunlarinin,məzunlarının
xəbəriniz,xəbəriniz
riyaziyyatı,riyaziyyatı
kitabındakı,kitabında ki
doğrudurmu,doğrudur mu
Bəıi,Bəli
2017di,2017 di
qebulda,qəbulda
Texnikumun,texnikumun
feiller,feillər
tapmadim,tapmadım
bilmesiz,bilməsəz
ezizovun,Əzizovun
3’cü,3-cü
elanlarını,elanlarını
naxcivanda,naxçıvanda
etməyəsiz,etməyəsiz
Atdılar,atdılar
YouTube,YouTube
Ödənişsizdi,ödənişsizdi
Alina,Alina
UĞURLAR,uğurlar
nedense,nədənsə
Nəşriyyatının,nəşriyyatının
qəbulundan,qəbulundan
satılacaq,satılacaq
Vahifovun,Vaqifovun
İmtahani,imtahanı
maşAllah,maşAllah
etdirəcək,etdirəcək
camaata,camaata
kitabçasi,kitabçası
saytının,saytının
cixarmaq,çıxarmaq
deyirsinizse,deyirsinizsə
anlayışla,anlayışla
şəxside,şəxsidə
att,at
almağ,almağ
qədərilə,qədəri ilə
botdan,botdan
sualdı,sualdı
Xaçmaz,Xaçmaz
Userbot,userbot
mesajl,mesajı
Çata,çata
Ili,ili
rəngli,rəngli
kollecin,kollecin
girerem,girərəm
nəfərdir,nəfərdir
duzelib,düzəlib
Əvəzlik,əvəzlik
firrada,fırrada
qizsiz,qızsız
eliyində,eliyində
görərsən,görərsən
içindəkilər,içindəkilər
İMTAHAN,imtahan
yazmasaq,yazmasaq
wekilleri,şəkilləri
telegramdan,telegramdan
Şagird,şagird
xəbərlərlə,xəbərlərlə
testini,testini
planlaşdırılır,planlaşdırılır
doldur,doldur
deyərik,deyərik
Veya,və ya
yazili,yazılı
ballarinin,ballarının
unutmayım,unutmayım
nəsriyyatin,nəşriyyatın
Bilirsizsə,bilirsizsə
olmamalıdır,olmamalıdır
filialinda,filialinda
kitabçası,kitabçası
taniyirsiz,tanıyırsız
Mesajlar,mesajlar
bərəkətli,bərəkətli
baxarsiz,baxarsız
yerden,yerdən
eladir,əladır
Guliiyeva,Guliyeva
pdf-ini,pdf-ini
qalr,qalır
çoxsağol,çox sağol
Yaxsidi,yaxşıdı
Psixologiya,psixologiya
Yoxdyr,yoxdur
açıldı,açıldı
valideyinlər,valideyinlər
ordadir,ordadır
calismalar,çalışmalar
ümumiyətlə,ümumiyətlə
e-kitabları,e-kitabları
Dəyər,dəyər
siniflərə,siniflərə
alarıq,alarıq
satar,satar
Yazım,yazım
cumle,cümlə
3yanvarda,3 yanvarda
qalıbsa,qalıbsa
qərbi,qərbi
Unecdə,unec də
Göyçay,Göyçay
ceksez,çəksəz
sinfler,siniflər
Bilrem,bilirəm
aydindir,aydındır
İndiden,indidən
kitabinin,kitabının
minnətdarıq,minnətdarıq
açanda,açanda
uşaqa,uşaqa
Gəldim,gəldim
yoxduda,yoxduda
isdeyirsen,isdəyirsən
tezesi,təzəsi
hedef,hədəf
unutmadıq,unutmadıq
İçində,içində
orfoqrafiya,orfoqrafiya
ümumidi,ümumi di
kitapinin,kitabının
demezdim,deməzdim
Baxir,baxır
məllim,müəllim
1inci,1 inci
Pulluya,pulluya
Hazırdır,hazırdır
sənlik,sənlik
numunesin,nümunəsin
baxdız,baxdız
oradadır,oradadır
Şexsi,şəxsi
Tapanmadim,tapa bilmədim
jurnaldakı,jurnaldaki
xahw,xahiş
şoka,şoka
12manat,12 manat
mes,məs
dosdar,dostlar
Əlim,Əlim
ixtusas,ixtisas
bilmirəme,bilmirəm
nomreliye,nömrəliyə
dede,dədə
dersine,dərsinə
kanalıdır,kanalıdır
Uzrlu,üzrlü
Şirin,şirin
illk,illik
sohbette,söhbətdə
numuneleri,nümunələri
11-Cİ,11-ci
sehifeler,səhifələr
Normaldı,normaldı
proqnoz,praqnoz
Maliyye,maliyyə
polislik,polislik
sinifdi,sinifdi
2020deyil,2020 deyil
Selcan,Selcan
təsəkkur,təşəkkür
durğu,durğu
sened,sənəd
demekdiki,deməkdi ki
kitablarda,kitablar da
iştirakı,iştirakı
Yaddaşa,yaddaşa
blokunda,blokunda
Bağışlayın,bağışlayın
Milyon,milyon
Karonanın,karonanın
qabiliyyətdən,qabiliyyətdən
olimpiadasinin,olimpiadasının
sinifler,siniflər
Atdiğiniz,atdığınız
suallariniz,suallarınız
Məhəmməd,Məhəmməd
inşa,inşa
Hardadı,haradadır
götürmüşəm,götürmüşəm
Cənnətdəki,cənnətdəki
SALAMLAR,salamlar
yazmışdıq,yazmışdıq
işləmişdim,işləmişdim
Elbrus,Elbrus
Qalıb,qalıb
yoxladaq,yoxladaq
kecirin,keçirin
hazırlanmışdır,hazırlanmışdır
loqarifma,loqarifma
yoldaslarimi,yoldaşlarımı
qaldm,qaldım
siniflərdən,siniflərdən
qrupunuzda,qrupunuzda
bilerdiniz,bilərdiniz
Atdınız,atdınız
olardim,olardım
sinaqlari,sınaqları
paylaşdılar,paylaşdılar
Goranboy,Göranboy
şokolad,şokolad
davami,davamı
4-ə,4-ə
Yoxduda,yoxduda
Yazblar,yazıblar
verəcəksinizsə,verəcəksinizsə
hansıni,hansını
bir-neçə,bir-neçə
ancax,ancaq
2gün,2 gün
qrupunuza,qrupunuza
Çələbiyev,Çələbiyev
uzulmeyin,üzülməyin
yazmadin,yazmadın
tecılı,təcili
kecende,keçəndə
bilmedime,bilmədim
Axtarıram,axtarıram
Cvblarida,cavablarıda
Axırıncı,axırıncı
abturyentler,abituryentlər
kolllece,kollecə
tarixinə,tarixinə
Topludaki,topludaki
Köhnədə,köhnədə
cxacaq,çıxacaq
tamamm,tamam
Kodlasdirmani,kodlaşdırmanı
Salamun,salam
bilmirəmsə,bilmirəmsə
şəkilində,şəkilində
təzəsini,təzəsini
düşmüşem,düşmüşəm
hansidisa,hansıdısa
triqonometrik,triqonometrik
gucu,gücü
COX,çox
qüvvədədi,qüvvədədi
pdf-sı,pdf-sı
Sexsiye,şəxsiyə
Çoox,çox
Funksiyanın,funksiyanın
Dua,dua
oxuyanlara,oxuyanlara
Coğrafiyanın,coğrafiyanın
secse,seçsə
bayramdan,bayramdan
menimmle,mənimlə
izləsə,izləsə
satisa,satışa
yazmamışdım,yazmamışdım
olmasaydı,olmasaydı
yoxlasın,yoxlasın
təkdə,təkdə
paylaşımlarda,paylaşımlarda
qoşun,qoşun
temin,təmin
sınaqlar,sınaqlar
Düzəliş,düzəliş
fenndeki,fənndə ki
qorxmayın,qorxmayın
yaqubovun,Yaqubovun
Kolleclər,kolleclər
biosu,biosu
cavablandırılmır,cavablandırılmır
Doğru,doğru
apelyasiya,apelyasiya
guvendi,güvəndi
silmişəm,silmişəm
atdığın,atdığın
mexatronika,mexatronika
çıxardım,çıxardım
dinləmədi,dinləmədi
Bacardığımız,bacardığımız
Çöküb,çöküb
DİN,DİN
Binəqədidən,binəqədidən
girecem,girəcəm
sektorun,sektorun
Eğer,əgər
fənnn,fənn
dusub,düşüb
icindekiler,içindəkilər
bilərdiz,bilərdiz
dedler,dedilər
sulari,suları
şirin,şirin
pilotluq,pilotluq
Lazımdıye,lazımdır
Alınmır,alınmır
Öyrənib,öyrənib
melumatim,məlumatım
follow,follow
Bsq,Bsq
edəmədim,edə bilmədim
youtubda,youtubda
metnlerinin,mətnlərinin
Mümkün,mümkün
imtahandı,imtahandır
tovsiyye,tövsiyyə
şəkıin,şəkilin
kanalları,kanalları
formasini,formasını
qaydalarina,qaydalarına
cografiya,coğrafiya
Rusiya,Rusiya
Builki,bu ilki
Üzrlü,üzrlü
bikersiniz,bilərsiniz
Akademiyaya,akademiyaya
admində,admində
keçirtmək,keçirtmək
dersliyin,dərsliyin
yigmisam,yıgmışam
Abituriyyent,abituriyyent
yataqhansi,yataq hansı
sagirdlerim,şagirdlərim
saytımıza,saytımıza
Vefa,Vəfa
Apelyasiyadan,apelyasiyadan
haradadir,haradadır
urey,ürək
cixmayacaq,çıxmayacaq
ürəkli,ürəkli
Ilk,ilk
SATILIR,satılır
başlamamışıq,başlamamışıq
Teşekkürler,təşəkkürlər
ingilisdən,ingilisdən
Dedimdə,dedimdə
yuklediyim,yüklədiyim
etdiz,etdiniz
qoşuluruq,qoşuluruq
Səhifə,səhifə
səhifəsində,səhifəsində
ekologiya,ekologiya
vermeliyem,verməliyəm
1cini,1 cini
saytda,saytda
bilmediz,bilmədiniz
özəldi,özəldi
proqramlardan,proqramlardan
silirlər,silirlər
qilmaq,qılmaq
ful,ful
altından,altından
şərab,şərab
taxmırlarki,taxmırlar ki
getməzdim,getməzdim
həyasız,həyasız
dalaşır,dalaşır
dörd,dörd
ayıb,ayıb
deyişsem,dəyişsəm
ayrilmishdim,ayrılmışdım
düzələr,düzələr
oglu,oğlu
inanınki,inanın ki
verməkdir,verməkdir
çatdırmağ,çatdırmağ
esitmese,eşitməsə
hissidi,hissi idi
olarkan,deyirlər
Boğazını,boğazını
Login,login
işimin,işimin
qınanmalıdı,qınanmalıdı
boşandığdan,boşandığdan
basgasiyla,başqası ilə
axtarışndayam,axtarışındayam
dəyişmişik,dəyişmişik
olacaa,olacaq
ORAYA,oraya
yorulmuşam,yorulmuşam
durmuşdu,durmuşdu
Dost,dost
baresinde,barəsində
gedişi,gedişi
teması,teması
super,super
AZƏR,Azər
mərkəzinin,mərkəzinin
tərəddüd,tərəddüd
Subayam,subayam
yarandiqini,yarandıqını
saytların,saytların
hərəkətimə,hərəkətimə
bu,bu
durumun,durumun
istesen,istəsən
uzaqlaşdirim,uzaqlaşdırım
taxi,taksi
Balaca,balaca
Qəhrəmanovun,Qəhrəmanovun
kamera,kamera
gördü,gördü
hərəkətdi,hərəkətdi
saxtakarın,saxtakarın
isteirdik,istəyirdik
var-,var
yuxarıdakı,yuxarıdakı
ofis,ofis
edəcəydim,edəcəydim
ehtimalla,ehtimalla
çıxarmaq,çıxarmaq
haqqımdır,haqqımdır
Mümkünsə,mümkünsə
soyusa,soyusa
dözdüm,dözdüm
aşikar,aşikar
tikan,tikan
minmelidir,minməlidir
olur,olur
zərrə,zərrə
altinda,altında
qaytaracaqlar,qaytaracaqlar
olmasamda,olmasamda
