id,text,label
72708,500azn,500 azn
72709,ümidsizliyə,ümidsizliyə
72710,aglimi,ağlımı
72711,variyantlar,variantlar
72712,qoydu,qoydu
72713,qismetdide,qismətdir də
72714,çərçivədə,çərçivədə
72715,Fehruz,Fehruz
72716,qalirsiz,qalırsınız
72717,Vezife,Vəzifə
72718,sorusmuram,soruşmuram
72719,razilawiram,razılaşıram
72720,çıxmama,çıxmama
72721,yeniyəm,yeniyəm
72722,dair,dair
72723,+duman,duman
72724,Qoşqunu,qoşqunu
72725,ashagisinda,aşağısında
72726,yaddaşımızı,yaddaşımızı
72727,qedrini,qədrini
72728,paylaw,paylaş
72729,Dushmur,düşmür
72730,diyrəm,deyirəm
72731,senen,səndən
72732,Müzakirələr,müzakirələr
72733,reyestrindən,reyestrindən
72734,nömrəsidə,nömrəsi də
72735,vəzifəm,vəzifəm
72736,Qulluğunuzdayam,qulluğunuzdayam
72737,nishandi,nişandır
72738,inaniriq,inanırıq
72739,Donmeni,dönməni
72740,Tırtıllı,tırtıllı
72741,vesaitde,vəsaitdə
72742,Wekillerin,şəkillərin
72743,monitorlara,monitorlara
72744,Yardim,yardım
72745,testləridi,testləridir
72746,okunmuş,olunmuş
72747,Üzərlik,üzərlik
72748,toklu,toklu
72749,sekiler,şəkillər
72750,çıxr,çıxır
72751,Isteyen,istəyən
72752,insanıq,insanıq
72753,Yoxdursa,yoxdursa
72754,erazilerden,ərazilərdən
72755,Palciqdan,palçıqdan
72756,alınırsa,alınırsa
72757,sığortalar,sığortalar
72758,relsi,relsi
72759,Əleyküm,Əleyküm
72760,Atarlar,atarlar
72761,Qudret,Qüdrət
72762,Azerde,Azər də
72763,demeyib,deməyib
72764,faraları,faraları
72765,deyenlere,deyənlərə
72766,dururdu,dururdu
72767,Səssiz,səssiz
72768,abet,abet
72769,postlarda,postlarda
72770,qurawdir,quraşdır
72771,məcburidir,məcburidir
72772,Peyvəndə,peyvəndə
72773,yoldaşlar?trolleybus,yoldaşlar
72774,satsan,satsan
72775,ksereks,kserks
72776,kecsəz,keçsəniz
72777,zəifəm,zəifəm
72778,bilmemiş,bilməmiş
72779,qowuldu,qoşuldu
72780,sanksiyalar,sanksiyalar
72781,oxusaniz,oxusanız
72783,atabilersen,atabilərsən
72784,sumqayitdasan,Sumqayıtdasan
72785,xatırıayanda,xatırlayanda
72786,1tərəfli,1tərəfli
72787,götürürk,götürürük
72788,əliboş,əliboş
72789,Mativasiya,Motivasiya
72791,Supeeerrrr,super
72792,Köndələn,köndələn
72793,veziyete,vəziyyətə
72794,talonu,talonu
72795,gulleri,gülləri
72796,Qalibiyyət,qalibiyyət
72797,azaltmalidi,azaltmalıdır
72798,toplasan,toplasan
72799,dairədəyik,dairədəyik
72800,görünürki,görünür ki
72801,yaxi,yaxşı
72803,qalaram,qalaram
72805,girəcəksiz,girəcəksiniz
72806,2sidir,2-sidir
72807,iaşə,iaşə
72808,SƏLİM,Səlim
72809,Hecnə,heçnə
72810,bayrsm,bayram
72811,aid(izahli,aid izahlı
72812,jec,heç
72813,serniwinleri,sərnişinləri
72814,sevmirler,sevmirlər
72815,cixsan,çıxsan
72816,çalışmları,çalışmaları
72817,Velosibetlərədə,velosipedlərə də
72818,edirsizse,edirsinizsə
72819,bəhrəli,bəhrəli
72820,vereceyim,verəcəyim
72821,gettdi,getdi
72822,daniwmaz,danışmaz
72823,inşAlah,inşAllah
72824,Xususi,xüsusi
72825,azinan,azından
72826,umumiyyətlə,ümumiyyətlə
72827,dongenin,döngənin
72828,Demişdiz,demişdiniz
72829,weherler,şəhərlər
72830,virus,virus
72831,beri,bəri
72832,məqalə,məqalə
72833,nie,niyə
72834,əməkdaşına,əməkdaşına
72836,xeberinizi,xəbərinizi
72837,Kserksi,Kserks-i
72838,qoludur,qoludur
72839,taxmaq,taxmaq
72840,artıqdı,artıqdır
72841,soruşursunuz,soruşursunuz
72842,Tekerler,təkərlər
72843,KONSPEKT,konspektlər
72844,Parklanmaya,parklanmaya
72845,Cansan,cansan
72846,müəllifin,müəllifin
72847,dilindəki,dilindəki
72848,oxumagi,oxumağı
72849,öL,öl
72851,boyul,böyük
72852,istifadəçisi,istifadəçisi
72853,öm,ön
72854,paylaşmayacam,paylaşmayacam
72855,nishana,nişana
72856,Demireme,demirəm
72857,varsansa,varsansa
72858,diqqetinize,diqqətinizə
72859,Texniki-Təminat,texniki-təminat
72860,herekt,hərəkət
72861,qabaritler,qabaritlər
72862,qalmiwam,qalmışam
72863,faydalanacaq,faydalanacaq
72864,təzəlikcə,təzəlikcə
72865,yetirdikden,yetirdikdən
72866,İnternetim,internetim
72867,Imtananinda,imtahanında
72868,inanmazdım,inanmazdım
72869,yuxarilara,yuxarılara
72870,rezidenr,rezident
72871,yazmiwm,yazmışam
72872,tələsdirir,tələsdirir
72873,qalmadiye,qalmadı
72874,respublikada,respublikada
72875,uğur,uğur
72876,albomdu,albomdur
72877,derman,dərman
72878,mənşəli,mənşəli
72879,gedira,gedir
72880,gülermi,gülərmi
72881,Gitsələt,getsələr
72882,Şexside,şəxsidə
72883,salardiz,salardınız
72884,taxoqrafla,taxoqrafla
72885,girsəniz,girsəniz
72886,azalib,azalıb
72887,Salamm,salam
72888,kesilirdim,kəsilirdim
72889,elastim,elastik
72890,ayagini,ayağını
72891,sənədlərinin,sənədlərinin
72892,sefdiki,səhvdirki
72893,deqiqliyi,dəqiqliyi
72894,müellimlerden,müəllimlərdən
72895,Təbiki,təbii ki
72896,Siftaforu,svetaforu
72897,necəsi,neçəsi
72898,realdan,realdan
72899,belədirsə,belədirsə
72900,Binəqədidə,Binəqədidə
72901,bacarasan,bacarasan
72902,hazirligi,hazırlığı
72903,bılırem,bilirəm
72904,Izahima,izahıma
72905,verməlisiniz(sağdan,verməlisiniz sağdan
72906,Harasında,harasında
72907,varinatlari,variantları
72908,oyreşerem,öyrəşərəm
72909,sen?obirsi,sən o birisi
72910,Qaytdım,qayıtdım
72911,hesablam,hesablama
72912,əziyyetmiz,əziyyətimiz
72913,mem,mən
72914,Gömrükdə,Gömrükdə
72915,kecmemelidir,keçməməlidir
72916,atardin,atardın
72917,tapmağımızı,tapmağımızı
72918,yeterli,yetərli
72919,arabada,arabada
72920,görqnmədən,görünmədən
72921,Unutmayin‼,unutmayın
72922,Qazondu,qazondur
72923,Trosu,trosu
72924,isdirəm,istəyirəm
72925,yüksü,yükdür
72928,hazırlayırlar,hazırlayırlar
72929,bortlarinin,borclarının
72930,sorushum,soruşum
72931,Qosa,qoşa
72933,YOLAYRICINDAN,yolayrıcından
72934,surse,sürsə
72935,cekilmisdi,çəkilmişdir
72936,doldurucularının,doldurucularının
72937,Pandemiyaya,pandemiyaya
72938,yoldasız,yoldasınız
72940,Nizmlayici,nizamlayıcı
72942,uygundurmu,uyğundurmu
72943,svetoforlar,svetoforlar
72944,dusdusehf,düşdü səhv
72945,piyadalarin,piyadaların
72946,yandirdigi,yandırdığı
72947,geryə,geriyə
72948,Herwey,hərşey
72949,hazirlashim,hazırlaşım
72950,əməkhaqqı,əməkhaqqı
72951,nizamlayıcəı,nizamlayıcı
72952,balkonsuz,balkonsuz
72953,surusen,sürüşən
72954,kesilmesen,kəsilməsən
72955,qarxaya,arxaya
72956,örtüklər,örtüklər
72957,Nurlandı,Nurlandır
72958,Köhne,köhnə
72959,2burda,2 burda
72960,edildiyini,edildiyini
72961,hamımıza,hamımıza
72962,heyacanlanmayin,heyəcanlanmayın
72963,Satmaq,satmaq
72965,Daire,daire
72966,lazmdı,lazımdır
72967,Dusturdu,düsturdur
72968,gedisən,gedirsən
72969,vesiqedi,vəsiqədir
72970,daşına,daşına
72972,Dövri,dövri
72973,qapıdakı,qapıdakı
72974,Nazarata,nəzarətə
72975,keçərlidirmi,keçərlidirmi
72976,qaqas,qardaş
72977,qoyulmalıdı,qoyulmalıdır
72978,karotf,kartof
72979,Duran,duran
72980,qoysaydi,qoysaydı
72981,cekmeyibse,çəkməyibsə
72982,qurraşdırıq,quraşdırırıq
72983,istirahetdir,istirahətdir
72985,cashdirirlar,çaşdırırlar
72986,budinlikdən,budilnikdən
72987,Təbriklər,təbriklər
72988,Evdekilerden,evdəkilərdən
72989,deyiwerek,dəyişərək
72990,olunmasına,olunmasına
72991,maqazaya,mağazaya
72992,tokla,tokla
72993,paçka,paçka
72994,donmemelidi,dönməməlidir
72995,dəryadı,dəryadır
72996,Düznə,düzünə
72997,tedqirde,təqdirdə
72998,cvblandirardiz,cavablandırardınız
72999,yezadaya,yezdaya
73000,muellimiyem,müəllimiyəm
73001,ancağ,ancaq
73002,hazırlaşmışdım,hazırlaşmışdım
73003,Tor,tor
73004,Tapsam,tapsam
73005,dəyişilməzdirlər,dəyişilməzdirlər
73006,terefdir,tərəfdir
73007,öyrən,öyrən
73008,oyrenerdik,öyrənərdik
73009,gəlmədiuini,gəlmədiyini
73010,orada,orada
73011,elemezdiler,eləməzdilər
73012,Duzdude,düzdür də
73013,videosudu,videosudur
73014,bawlayana,başlayana
73015,Isteseniz,istəsəniz
73016,dağıdırda,dağıdır da
73017,adiniz,adınız
73018,cümlede,cümlədə
73019,Talibvdada,Talıbovda da
73020,qoyulub,qoyulub
73021,Donende,dönəndə
73022,avtomobillərini,avtomobillərini
73023,kesismedi,kəsişmədir
73024,mentiqi,məntiqi
73025,baxsaniz,baxsanız
73026,Qarışdırıram,qarışdırıram
73027,Çalışıram,çalışıram
73028,Cavab:1,cavab
73029,öyrətməyə,öyrətməyə
73030,kəsilmisən,kəsilmisən
73031,esnasinda,əsnasında
73032,mektebinin,məktəbinin
73033,olmasiyla,olmasıyla
73034,Münasibətlərin,münasibətlərin
73035,öyrədirlər,öyrədirlər
73036,deyerden,dəyərdən
73037,elədidə,elədir də
73038,saliriq,salırıq
73039,təsisçi,təsisçi
73040,düzəltsəz,düzəltsəniz
73041,müsabiqələrdə,müsabiqələrdə
73042,Məbləğlərə,məbləğlərə
73043,lizinqinde,lizinqində
73044,planlarla,planlarla
73045,kadra,kadra
73046,ərazidisə,ərazidirsə
73047,tekerler,təkərlər
73048,düzəldin,düzəldin
73049,monitorda,monitorda
73050,yetirməliyəm,yetirməliyəm
73051,atmirsansa,atmırsansa
73052,etməyədə,etməyə də
73053,deyerde,dəyərdə
73054,gözümu,gözümü
73055,göstəricilərindən,göstəricilərindən
73056,ortalıq,ortalıq
73057,elye,eləyə
73058,qowquya,qoşquya
73059,sevinirem,sevinirəm
73060,ödəsə,ödəsə
73061,suretlidi,sürətlidir
73062,silinsə,silinsə
73063,sahem,sahəm
73064,budceden,büdcədən
73065,temizliyerdim,təmizliyərdim
73066,səhiyyə,səhiyyə
73067,altindada,altında da
73068,olacaqmı,olacaqmı
73069,kabineti,kabineti
73070,gosderib,göstərib
73071,yandırırıq,yandırırıq
73072,avrobus,avtobus
73073,3-Köhnəlmiş,köhnəlmiş
73074,pozuru,pozur
73075,Ortababat,ortababat
73076,mehribanciliq,mehribançılıq
73077,siğortaçıda,sığortaçı da
73078,sansimdi,şansımdır
73079,mənbələrdə,mənbələrdə
73080,tərəfdar,tərəfdar
73081,niyyətin,niyyətin
73082,hazirlawmiwdin,hazırlaşmışdın
73083,sualin,sualın
73084,diresirem,dirəşirəm
73085,paylawmiwdin,paylaşmışdın
73086,dalında,dalında
73087,siqnali,siqnalı
73089,İşlıyirsə,işləyirsə
73090,tenqid,tənqid
73091,kitablari,kitabları
73092,avtoqatarlardır,avtoqatarlardır
73093,xidmətə,xidmətə
73095,eziyyetinize,əziyyətinizə
73096,kecirirler,keçirirlər
73097,Niwanlanma,nişanlanma
73098,konstruksiya,konstruksiya
73099,binanın,binanın
73100,əmlaka,əmlaka
73101,xetinne,xəttinə
73105,tekerlini,təkərlini
73106,iktərəfli,ikitərəfli
73107,salmasam,salmasam
73108,kecibse,keçibsə
73109,3aydı,3 aydır
73110,qruplari,qrupları
73111,hissesinden,hissəsindən
73112,tutmuyun,tutmayın
73113,qalxacaq,qalxacaq
73114,kesismirse,kəsişmirsə
73115,bazarında,bazarında
73116,məlimin,müəllimin
73117,qelbim,qəlbim
73118,cavabladı,cavabladı
73119,Cavabı,cavabı
73120,basliyacaq,başlayacaq
73121,fayda,fayda
73122,yaniliram,yanılıram
73123,1suali,1 sualı
73124,mesajim,mesajım
73125,təlimat,təlimat
73126,denizde,dənizdə
73127,əzbərləyir,əzbərləyir
73128,görəcəm,görəcəm
73129,hazirlawirdim,hazırlaşırdım
73130,xettdi,xəttdir
73132,sorusacaq,soruşacaq
73133,Tamamile,tamamilə
73134,olmayandan,olmayandan
73135,ishchinin,işçinin
73136,atarsınız,atarsınız
73137,isleyene,işləyənə
73138,etdirilir,etdirilir
73139,goturulmelidir,götürülməlidir
73140,Qoca,qoca
73141,azaltmaq,azaltmaq
73142,tarixlərinə,tarixlərinə
73143,Qaçayevin,Qaçayevin
73144,Getdiyi,getdiyi
73145,gezirdiler,gəzirdilər
73146,odensi,ödəniş
73148,Artur,artır
73149,qazıntılar,qazıntılar
73150,səkili,şəkili
73151,kimdirse,kimdirsə
73152,kaska,kaska
73153,omurden,ömürdən
73155,dusulendi,düşüləndir
73156,neçəsi,neçəsi
73157,İksindədə,ikisində də
73158,tə-ləb,tələb
73159,Derem,deyirəm
73160,dosdumda,dostum da
73161,QRUPA,qrupa
73162,%bexdiniz,bəxtiniz
73163,Tanimiram,tanımıram
73164,funksiyaları-nın,funksiyalarının
73166,cavablarıdır,cavablarıdır
73167,dushende,düşəndə
73168,Demirler,demirlər
73170,yazisini,yazısını
73171,Goruntunu,görüntünü
73172,zeifleyirem,zəifləyirəm
73173,ağsuda,Ağsuda
73175,ciyindedi,çiyindədir
73176,bildiylerimi,bildiklərimi
73177,travay,tramvay
73178,demşdi,demişdi
73179,artix,artıq
73180,degigdi,dəqiqdir
73182,suallarn,sualların
73183,tarihi,tarixi
73184,kitabçasi,kitabçası
73185,gelmiyib,gəlməyib
73187,bəyamnaməni,bəyannaməni
73188,maddelerde,maddələrdə
73189,getmemisdin,getməmişdin
73190,qatacaq,qatacaq
73191,Hamini,hamını
73192,emeliyat,əməliyyat
73193,məmulatlarının,məmulatlarının
73194,muellimimden,müəllimimdən
73195,tesexurler,təşəkkürlər
73196,işıqlari,işıqları
73198,kecenden,keçəndən
73199,elastikliyi,elastikliyi
73200,girmekle,girməklə
73201,sayiliram,sayılıram
73202,besne,bəs nə
73203,intahandan,imtahandan
73204,paylawiram,paylaşıram
73205,sizlercun,sizlərçün
73206,ewitmeyecek,eşitməyəcək
73207,gorunmur,görünmür
73208,xətlərində,xətlərində
73209,variantin,variantın
73210,ikibqayda,iki qayda
73211,pravamizi,pravamızı
73212,nişanda,nişanda
73213,gozdemelisen,gözləməlisən
73214,sehfdir,səhvdir
73215,Təlimçidə,təlimçi də
73216,Yaziram,yazıram
73217,hemcinin,həmçinin
73218,qalmışdm,qalmışdım
73219,müntanasib,mütənasib
73220,şikayete,şikayətə
73221,qruıuda,qrupu da
73222,Tessekkur,təşəkkür
73223,Niyı,niyə
73224,tutulmamışdırsa,tutulmamışdırsa
73225,veribmiş,veribmiş
73226,hardab,hardan
73227,Sumqayit,Sumqayıt
73229,izləyə,izləyə
73231,vermemiw,verməmiş
73232,puldur,puldur
73233,metodla,metodla
73234,körpüsündən,körpüsündən
73235,guzgusune,güzgüsünə
73236,Hazirsan,hazırsan
73237,Mektebde,məktəbdə
73238,qalmıyım,qalmayım
73239,smsler,smslər
73240,çoxdusa,çoxdursa
73241,kesilen,kəsilən
73242,xetin,xəttin
73243,işıqlarsız,işıqlarsız
73244,mehdudlaşdırır,məhdudlaşdırır
73245,qoşmasın,qoşmasın
73246,tapdıq,tapdıq
73247,Isiqlardan,işıqlardan
73248,Deiqiq,dəqiq
73249,arasıdı,arasıdır
73250,yarimqoşqusu,yarım qoşqusu
73251,yazacaqdım,yazacaqdım
73252,orda?hec,orda heç
73253,kagizinin,kağızının
73254,sebebinu,səbəbini
73255,melime,müəllimə
73256,kesisen,kəsişən
73257,daşıyıcıda,daşıyıcıda
73258,reysinə,reysinə
73259,problemlərimizi,problemlərimizi
73260,sondakı,sondakı
73261,olandami,olandamı
73262,bilməsin,bilməsin
73263,hansisaney,hansısan
73265,manatadək-14,manatadək
73266,ovtomobil,avtomobil
73267,tutulduqdan,tutulduqdan
73268,Agin,ağın
73269,cvblar,cavablar
73270,meydancalarda,meydançalarda
73272,bütövlüyünün,bütövlüyünün
73273,Suretine,sürətinə
73274,gondererdim,göndərərdim
73275,işləyərik,işləyərik
73277,vergisində,vergisində
73278,altının,altının
73279,kosmosa,kosmosa
73280,Daireye,dairəyə
73281,yolunnan,yolundan
73282,donmez,dönməz
73283,trkator,traktor
73284,Ticarət,ticarət
73285,zehn,zehn
73286,sansdi,şansdır
73287,vermirik,vermirik
73288,bağışlanmış,bağışlanmış
73289,atının,atının
73290,rəsmidi,rəsmidir
73291,otmekden,ötməkdən
73293,profosianal,professional
73294,svetoforlari,svetoforları
73295,vəziyyətindən,vəziyyətindən
73296,Ureyini,ürəyini
73297,doğub,doğub
73298,Yaddan,yaddan
73299,iwlemeyin,işləməyin
73300,isiqlarina,işıqlarına
73301,xitab,xitab
73302,Hesaplar,hesablar
73303,çöx,çöl
73304,görünməsinin,görünməsinin
73305,projektorlu,projektorlu
73306,yetirmir,yetirmir
73307,etiketliyin,etiketləyin
73309,sınaqların,sınaqların
73310,soruwda,soruş da
73312,dushunen,düşünən
73313,saxlayıblar,saxlayıblar
73314,Cvb1,cavab
73315,demiyinki,deməyin ki
73316,yandırmıyıb,yandırmayıb
73317,maaddee,maddə
73318,gəldihansısa,gəldi hansısa
73319,Stopa,stopa
73320,reallıqda,reallıqda
73321,dərəcələrin,dərəcələrin
73322,Banin,banın
73323,onlarida,onları da
73324,girmişdik,girmişdik
73325,Əzbərimi,əzbərimi
73327,etmisen,etmisən
73328,interfeys,interfeys
73331,geleceye,gələcəyə
73332,Elm,elm
73333,götürüm,götürüm
73334,olanlaraysa,olanlara isə
73335,aşağl,aşağı
73336,borucludu,borcludur
73337,sevinək,sevinək
73338,Sürücü,sürücü
73339,cvbn,cavabın
73340,Çixsadaki,çıxsa da ki
73341,gömrükde,gömrükdə
73342,təhlükədi,təhlükədir
73343,Eminemki,əminəm ki
73344,cawdirmaq,çaşdırmaq
73345,hazırlaşmamışam,hazırlaşmamışam
73346,alcam,alacam
73347,diqqete,diqqətə
73348,geleceksiz,gələcəksiniz
73349,deqiqlikle,dəqiqliklə
73350,sayilmirki,sayılmır ki
73351,qanunvericilikden,qanunvericilikdən
73352,tixacin,tıxacın
73354,Lapetdə,lafetdə
73355,Allahhhhhhh,Allah
73356,Nuridə,Nuridə
73357,yaxınlaşırsan,yaxınlaşırsan
73358,bildirmişəm,bildirmişəm
73359,neqederdir,nə qədərdir
73361,sakitce,sakitcə
73362,çekmeyin,çəkməyin
73363,birdəfə,bir dəfə
73364,dövranın,dövranın
73365,qurmalıyıq,qurmalıyıq
73366,dalandı,dalandır
73367,faylını,faylını
73368,kovid,covid
73369,3tərəfli,3 tərəfli
73370,Eliyev,Əliyev
73371,birici,birinci
73372,ixtisasina,ixtisasına
73373,Notariusun,notariusun
73374,güzgülərine,güzgülərinə
73376,qaytarılmayacaq,qaytarılmayacaq
73377,chekib,çəkib
73378,qadinlardan,qadınlardan
73379,Mawinda,maşında
73380,işlənmiş,işlənmiş
73381,taksidi,taksidir
73382,əmlak,əmlak
73383,menfeetin,mənfəətin
73384,Bəyannaməçi,bəyannaməçi
73385,xariciler,xaricilər
73386,ekologya,ekologiya
73387,sivetaforu,svetoforu
73388,qarşıdakine,qarşıdakına
73389,Rahatı,rahatı
73391,göndərsinlər,göstərsinlər
73392,zonaslnda,zonasında
73393,Təqin,təqib
73394,arzulara,arzulara
73396,elyimki,eləyim ki
73397,sındırmaq,sındırmaq
73398,standartlari,standartları
73399,diyerdiz,deyərdiniz
73400,Yolayricidan,yolayrıcıdan
73401,qaqaş,qardaş
73404,dondurulub,dondurulub
73405,elediy,elədik
73406,düzəldərək,düzəldərək
73407,Melimler,müəllimlər
73408,köçürtdün,köçürtdün
73409,olmağ,olmaq
73410,wekillerdi,şəkillərdir
73411,Wans,şans
73412,paylaşmısan,paylaşmısan
73413,pozmalidir,pozmalıdır
73414,birincide,birinci də
73415,keçirirlər,keçirirlər
73416,əzbər,əzbər
73418,Teşekkürlər!qeyd,təşəkkürlər
73419,Kateqoriyaya,kateqoriyaya
73420,müsahibədən,müsahibədən
73421,qurtaranda,qurtaranda
73422,gence,Gəncə
73423,çıxardıblar,çıxardıblar
73424,unutmusdum,unutmuşdum
73426,düzüne,düzünə
73427,isrəyirəm,istəyirəm
73428,ezamiyyə,ezamiyyət
73429,heşne,heçnə
73430,operatorlar,operatorlar
73431,nasazlıyıb,nasazlayıb
73432,Teskkurler,təşəkkürlər
73433,yolduye,yoldu
73434,iwlerde,işlərdə
73435,gozlemedim,gözləmədim
73436,wedatnamesiz,şəhadətnaməsiz
73437,marqlanin,maraqlanın
73438,Heveslen,həvəslən
73439,dedikleri,dedikləri
73440,kitablardı,kitablardır
73441,istədikdə,istədikdə
73442,hərzaman,hər zaman
73443,Yanmasa,yanmasa
73444,3metr,3 metr
73445,hazirlig,hazırlıq
73446,surucuden,sürücüdən
73447,qrafikində,qrafikində
73448,yolayriclarinin,yolayrıclarının
73449,olduğunda,olduğunda
73450,həcmdə,həcmdə
73451,əzib,əzib
73452,Kod,kod
73453,Olmamalidi,olmamalıdır
73454,edilmiwdir,edilmişdir
73455,etməmişdi,etməmişdir
73456,var?yoxsa,var yoxsa
73457,tutursunuzda,tutursunuz da
73458,yazısını,yazısını
73459,yarısından,yarısından
73460,azyasli,azyaşlı
73461,etmədiyi,etmədiyi
73462,götürende,götürəndə
73463,donmelidi,dönməlidir
73464,deyishecek,dəyişəcək
73465,əməkdaşlarına,əməkdaşlarına
73466,jaluz,jalüz
73467,krediti,krediti
73468,Sürə,sürə
73469,girecekdim,girəcəkdim
73471,hissəni,hissəni
73472,sizcani,sizcanı
73474,seyfededi,səhifədədir
73475,yaıniz,yalnız
73476,tutulmali,tutulmalı
73478,Sualimin,sualımın
73479,Saxlanilmalidi,saxlanılmalıdır
73480,Solu,solu
73481,iwlemiw,işləmiş
73482,olunnn,olun
73483,Mecellesi,məcəlləsi
73484,istismardı,istismardır
73485,sonundaki,sonundakı
73486,paylasir,paylaşır
73487,aşarıq,aşarıq
73488,iyrendik,iyrəndik
73489,odurda,odur da
73490,sága,sağa
73491,hemıse,həmişə
73492,üçumiyyətlə,ümumiyyətlə
73493,satıcıdan,satıcıdan
73494,dushmushdum,düşmüşdüm
73495,cumleleri,cümlələri
73496,imtahanındı,imtahanındır
73498,bilərler,bilərlər
73499,acma,açma
73500,Yalniw,yanlış
73501,axrına,axırına
73502,sağnan,sağla
73503,eləyəriy,eləyərik
73504,Üstəlik,üstəlik
73505,xatırlatdı,xatırlatdı
73506,yaxınlığında,yaxınlığında
73507,Keçdi,keçdi
73508,çaşdıracaqsız,çaşdıracaqsınız
73509,hərikisindədə,hər ikisində də
73510,agladigi,ağladığı
73511,bildiklerim,bildiklərim
73512,qızdı,qızdır
73513,dertlidi,dərdlidir
73514,Çaşdırır,çaşdırır
73515,Başyolda,başyolda
73516,qadağanı,qadağanı
73517,telabname,tələbnamə
73518,növbətilərin,növbətilərin
73519,Oxuduqlarimdan,oxuduqlarımdan
73522,kəsilək,kəsilək
73523,Ypxe,yox
73524,maşınlardı,maşınlardır
73525,biliren,bilirəm
73526,Mövzudan,mövzudan
73527,Tesiri,təsiri
73528,inamıram,inanıram
73530,FENER,fənər
73532,məhdudlaşdırılmış,məhdudlaşdırılmış
73533,Ölçülər,ölçülər
73534,Cəlb,cəlb
73536,alinmasinda,alınmasında
73538,Saçma,saçıma
73539,dönməyi,dönməyi
73540,seçirsən,seçirsən
73541,huquqsunas,hüquqşünas
73542,belkə,bəlkə
73543,gozunuzden,gözünüzdən
73544,lövhə,lövhə
73545,göstərişlərinə,göstərişlərinə
73546,arayışda,arayışda
73547,toxunursan,toxunursan
73548,deməmişdi,deməmişdi
73549,tutulmasi,tutulması
73550,Ardıcılıq,ardıcıllıq
73551,Qərarı,qərarı
73552,Tədqiqatlar,tədqiqatlar
73553,arzulayiram,arzulayıram
73554,Ferqler,fərqlər
73555,verəmmədim,verə bilmədim
73556,nəzir,nəzir
73557,öyrəndiyimiz,öyrəndiyimiz
73558,bir-birini,bir-birini
73559,cekirsizse,çəkirsinizsə
73560,ustunuk,üstünük
73561,üçünde,üçün də
73563,Dahada,daha da
73564,əcaib,əcaib
73565,tökülüb,tökülüb
73566,hansıkar,hansılar
73567,defim,dedim
73569,Haçandır,haçandır
73570,neceden,neçədən
73571,woferleri,şoferləri
73572,şikayətini,şikayətini
73573,oxusaq,oxusaq
73574,deyiwirse,dəyişirsə
73575,başladan,başladan
73576,ekabinet,e-kabinet
73577,1nomrenin,nömrənin
73578,eksne,əksinə
73579,cək,çək
73580,dusmediyim,düşmədiyim
73581,goruwerik,görüşərik
73582,oyrewmiwem,öyrəşmişəm
73583,duzelmedi,düzəlmədi
73584,oıun,olun
73585,sualının,sualının
73586,normalar,normalar
73589,oxuyursuz,oxuyursunuz
73590,qalxanın,qalxanın
73591,yekunla,yekunla
73593,cagirinda,çağırın da
73594,biliremee,bilirəm
73595,qiymetinde,qiymətində
73596,isteyene,istəyənə
73597,komersiya,kommersiya
73598,suresiz,sürəsiniz
73599,yazışmalardan,yazışmalardan
73600,kənarinda,kənarında
73601,İnstaqramda,instaqramda
73602,tikintisi,tikintisi
73603,olub-olmamasından,olub-olmamasından
73604,müqaviləsi,müqaviləsi
73606,solunuzda,solunuzda
73607,itirdiyiniz,itirdiyiniz
73608,qadani,qadanı
73609,sohbetii,söhbəti
73610,eyninsullara,eyni suallara
73611,seklin,şəklin
73612,düşmedin,düşmədin
73613,biliəm,bilirəm
73614,deqiqlewdirib,dəqiqləşdirib
73615,eləməlisən,eləməlisən
73616,maşinda,maşında
73618,sehifededi,səhifədədir
73619,Soldakinda,soldakında
73620,catanda,çatanda
73621,Axrki,axır ki
73622,İSE,isə
73623,kollokviumnan,kollokviumdan
73624,Miniye,miniyə
73625,materiali,materialı
73626,Xırdalandı,Xırdalandır
73627,Asant,asan
73628,minnetdaramm,minnətdaram
73629,öyrənilməsi,öyrənilməsi
73630,İstisnaslz,istisnasız
73631,getmeli,getməli
73632,ewitdim,eşitdim
73633,nezeriyyeni,nəzəriyyəni
73634,ərizələrin,ərizələrin
73635,nəqədərdir,nə qədərdir
73636,gedeceksen,gedəcəksən
73637,Nurlana,Nurlana
73638,Birtəfəli,birtərəfli
73639,parklanmasını,parklanmasını
73640,Dur,dur
73641,aşaraq,aşaraq
73642,olabilmezki,ola bilməz ki
73643,nisanlarindayam,nişanlarındayam
73644,yandirmalisiz,yandırmalısınız
73645,bilməzdidə,bilməzdi də
73646,Səkidi,Şəkidir
73647,dusmurse,düşmürsə
73648,formatda,formatda
73649,yixilsin,yıxılsın
73650,qadağandər,qadağandır
73651,isletsin,işlətsin
73652,burnuma,burnuma
73653,Qaydadida,qaydadır da
73654,canavarı,canavarı
73655,dəqiw,dəqiq
73656,Həkimsiz,həkimsiniz
73657,5qeder,5 qədər
73658,maddələrində,maddələrində
73659,derecelidir,dərəcəlidir
73660,düşmdü,düşdüm
73661,Chnki,çünki
73662,yığcam,yığcam
73664,Nida,nida
73666,dönməyidə,dönməyi də
73667,Gozleyin,gözləyin
73668,Yoxuşdu,yoxuşdur
73669,Biletlerin,biletlərin
73670,Əksəriyyət,əksəriyyət
73671,redaksiyasına,redaksiyasına
73672,fizika,fizika
73673,qabagdakını,qabaqdakını
73674,duwdukleri,düşdükləri
