,text,label,prediction,distance,org
1540,qarsiliqli,qarşılıqlı,qarşılıqlı,0.0,4.0
24715,olunmayib,olunmayıb,olunmayıb,0.0,1.0
17207,Kəllə,kəllə,Kəllə,1.0,1.0
35118,Görə,görə,görə,0.0,1.0
18435,Deyirəl,deyirəm,deyirlə,2.0,2.0
4103,Medyadan,medyadan,Medyadan,1.0,1.0
36170,onceler,öncələr,öncələr,0.0,3.0
32694,haziasib,hazırlaşıb,haziasib,5.0,5.0
39507,karantində,karantində,karantində,0.0,0.0
11568,tələbələr,tələbələr,tələbələr,0.0,0.0
12999,uzadilacaq,uzadılacaq,uzadilacaq,1.0,1.0
15922,hesablam,hesablama,hesablam,1.0,1.0
27826,Ondan,ondan,ondan,0.0,1.0
1409,goruntulu,görüntülü,görüntülü,0.0,4.0
9586,pdf-si,pdf-si,pdf-si,0.0,0.0
25006,sağoLun,sağolun,sağolun,0.0,1.0
4921,azdan,azdan,azdan,0.0,0.0
23045,55e,55-ə,55e,2.0,2.0
26556,qerarlasdirdiqim,qərarlaşdırdığım,qerarlasdirdiqim,6.0,6.0
10212,inşa,inşa,inşa,0.0,0.0
34032,Atdiqim,atdığım,atdığım,0.0,4.0
1113,sizlərdən,sizlərdən,sizlərdən,0.0,0.0
43864,istərsədə,istərsədə,istərsədə,0.0,0.0
17286,olsaqda,olsaq da,olsaqda,1.0,1.0
18312,soldu,soldu,soldu,0.0,0.0
31150,teleqramda,teleqramda,teleqramda,0.0,0.0
40204,nömrəsinin,nömrəsinin,nömrəsinin,0.0,0.0
19823,agente,agentə,agente,1.0,1.0
8029,görüntüleyicidə,görüntüləyicidə,görüntüleyicidə,1.0,1.0
22208,uzunde,üzündə,üzündə,0.0,3.0
25882,linklərə,linklərə,linklərə,0.0,0.0
33993,yoldaşındam,yoldaşından,yoldaşındam,1.0,1.0
45,etmir,etmir,etmir,0.0,0.0
44154,avto,avto,avto,0.0,0.0
7476,oxumalı,oxumalı,oxumalı,0.0,0.0
23658,toranlıq,toranlıq,toranlıq,0.0,0.0
23644,haqqinin,haqqının,haqqının,0.0,2.0
1177,Xəlilli,Xəlilli,Xəlilli,0.0,0.0
2981,gorushmurdum,görüşmürdüm,görüşmürdüm,0.0,6.0
36870,düşməmişdi,düşməmişdir,düşməmişdi,1.0,1.0
24017,aldıq,aldıq,aldıq,0.0,0.0
1471,Boşandıqdan,boşandıqdan,boşandıqdan,0.0,1.0
27751,Passat,passat,passat,0.0,1.0
24929,cekb,çəkib,çəkib,0.0,3.0
16330,Bəyannaməçi,bəyannaməçi,Bəyannaməçi,1.0,1.0
34965,xahıs,xahiş,xahıs,2.0,2.0
2277,məzmun,məzmun,məzmun,0.0,0.0
32501,basha,başa,başa,0.0,2.0
28585,munasibetin,münasibətin,münasibətin,0.0,2.0
29199,imkanım,imkanım,imkanım,0.0,0.0
9176,çıxırda,çıxırda,çıxırda,0.0,0.0
35944,tag-lari,tag-ları,tag-lari,1.0,1.0
22653,ödənilməlidir,ödənilməlidir,ödənilməlidir,0.0,0.0
38544,yazmırsınız,yazmırsınız,yazmırsınız,0.0,0.0
11756,əsasları,əsasları,əsasları,0.0,0.0
41722,spirtsiz,spirtsiz,spirtsiz,0.0,0.0
38068,satmısan,satmısan,satmısan,0.0,0.0
10084,qizsiz,qızsız,qizsiz,2.0,2.0
3570,olanları,olanları,olanları,0.0,0.0
17009,Kecmiw,keçmiş,keçmiş,0.0,3.0
38459,Mühəndisliyi,mühəndisliyi,Mühəndisliyi,1.0,1.0
40971,mindən,mindən,mindən,0.0,0.0
32017,bildirim,bildirim,bildirim,0.0,0.0
34386,Rəyə,rəyə,rəyə,0.0,1.0
29462,dagidirsan,dağıdırsan,dagidirsan,3.0,3.0
34230,ixdisasa,ixtisasa,ixtisasa,0.0,1.0
24475,yatsan,yatsan,yatsan,0.0,0.0
28617,Kişiləri,kişiləri,kişiləri,0.0,1.0
34999,səhifələrini,səhifələrini,səhifələrini,0.0,0.0
27573,Danışa,danışa,danışa,0.0,1.0
36655,tanıyıb,tanıyıb,tanıyıb,0.0,0.0
20839,kecməməlisən,keçməməlisən,kecməməlisən,1.0,1.0
38882,hüseynovun,Hüseynovun,hüseynovun,1.0,1.0
32635,güc,güc,güc,0.0,0.0
42902,qaz,qaz,qaz,0.0,0.0
7746,minnetdariq,minnətdarıq,minnetdariq,2.0,2.0
7010,kimda,kimya,kimda,1.0,1.0
32595,yeyiblər,yeyiblər,yeyiblər,0.0,0.0
30900,deyirsizki,deyirsiz ki,deyirsiniz ki,2.0,1.0
659,ayrılmış,ayrılmış,ayrılmış,0.0,0.0
21155,bilmeliyem,bilməliyəm,bilməliyəm,0.0,2.0
24090,Mallarin,malların,malların,0.0,2.0
20044,yazandi,yazandır,yazandı,1.0,2.0
950,geyinmək,geyinmək,geyinmək,0.0,0.0
8503,jurnalınin,jurnalının,jurnalının,0.0,1.0
31197,deim,deyim,deyim,0.0,1.0
38842,imtahanj,imtahanı,imtahanj,1.0,1.0
23935,shetler,şərtlər,shetler,4.0,4.0
32971,goturmusem,götürmüşəm,götürmüşəm,0.0,5.0
4034,Arzu,Arzu,Arzu,0.0,0.0
40153,diləyiylə,diləyi ilə,diləyiylə,2.0,2.0
6876,sıxıllır,sıxılır,sıxıllır,1.0,1.0
20848,ezberliyek,əzbərliyək,əzbərliyək,0.0,3.0
26587,beli,bəli,beli,1.0,1.0
2629,ona,ona,ona,0.0,0.0
14177,Xeberler,xəbərlər,xəbərlər,0.0,4.0
37431,proyekti,proyekti,proyekti,0.0,0.0
4870,Yazmışdım,yazmışdım,yazmışdım,0.0,1.0
11544,uzrə,üzrə,üzrə,0.0,1.0
11340,görmürsüz,görmürsüz,görmürsüz,0.0,0.0
21966,yükün,yükün,yükün,0.0,0.0
13724,İstəyim,istəyim,istəyim,0.0,1.0
43494,müsafir,müsafir,müsafir,0.0,0.0
17473,bilersin,bilərsiniz,bilərsin,2.0,3.0
41035,bilersizz,bilərsiniz,bilərsiniz,0.0,3.0
42040,öldürmür,öldürmür,öldürmür,0.0,0.0
8162,imtahanlarini,imtahanlarını,imtahanlarını,0.0,2.0
15688,Qaimə,qaimə,Qaimə,1.0,1.0
30916,imtahanım,imtahanım,imtahanım,0.0,0.0
20517,qizdirma,qızdırma,qızdırma,0.0,2.0
36062,köynək,köynək,köynək,0.0,0.0
14779,etnən,ətlə,etnən,3.0,3.0
35855,Nediki,nədirki,nədir ki,1.0,3.0
10673,menfi-müsbet,menfi-müsbet,menfi-müsbet,0.0,0.0
26894,düşünən,düşünən,düşünən,0.0,0.0
3808,sağoıun,sağolun,sağoıun,1.0,1.0
10984,inanmag,inanmaq,inanmaq,0.0,1.0
749,Kendin,kəndin,kəndin,0.0,2.0
13143,nerimanov,Nərimanov,Nərimanov,0.0,2.0
16813,2cini,2-cini,2 cini,1.0,1.0
42391,amma,amma,amma,0.0,0.0
24221,semestr,semestr,semestr,0.0,0.0
18626,Tenzimlenmiw,tənzimlənmiş,Tenzimlenmiw,4.0,4.0
25430,koddlaşma,koddlaşma,koddlaşma,0.0,0.0
39205,seçdiyiniz,seçdiyiniz,seçdiyiniz,0.0,0.0
19371,zolağına,zolağına,zolağına,0.0,0.0
25068,umumı,ümumi,ümumi,0.0,2.0
27829,qalmirsan,qalmırsan,qalmırsan,0.0,1.0
20858,Maraqlisi,maraqlısı,maraqlısı,0.0,3.0
42909,teyziqler,təzyiqlər,teyziqler,4.0,4.0
32715,əməliyyatdı,əməliyyatdır,əməliyyatdır,0.0,1.0
16161,gelmiyib,gəlməyib,gəlməyib,0.0,2.0
33453,15ne,15-nə,15ne,2.0,2.0
18644,Sebrin,səbrin,Sebrin,2.0,2.0
14738,deqiqlewdirmey,dəqiqləşdirmək,deqiqlewdirmey,5.0,5.0
5136,soruşursuz,soruşursuz,soruşursuz,0.0,0.0
42762,fiziki,fiziki,fiziki,0.0,0.0
14364,satışdakı,satışdakı,satışdakı,0.0,0.0
42770,matorunda,matorunda,matorunda,0.0,0.0
30344,səsin,səsin,səsin,0.0,0.0
29718,hərhansı,hər hansı,hərhansı,1.0,1.0
15385,atardızdə,atardınız da,atardızdə,4.0,4.0
37958,azalma,azalma,azalma,0.0,0.0
22105,hüquqlarını,hüquqlarını,hüquqlarını,0.0,0.0
13161,Bəlii,bəli,Bəlii,2.0,2.0
17491,duserek,düşərək,duserek,4.0,4.0
15562,məşq,məşq,məşq,0.0,0.0
5806,güzgüsüdür,güzgüsüdür,güzgüsüdür,0.0,0.0
37970,Güya,guya,guya,0.0,2.0
34241,6-ci,6-cı,6-ci,1.0,1.0
2863,qəpik,qəpik,qəpik,0.0,0.0
24623,fennlerden,fənlərdən,fənnlərdən,1.0,4.0
29966,illərdə,illərdə,illərdə,0.0,0.0
3610,darixiram,darıxıram,darıxıram,0.0,2.0
20231,xət,xətt,xət,1.0,1.0
14812,kecebilmyib,keçə bilməyib,kecebilmyib,4.0,4.0
2445,paylasirsiz,paylaşırsınız,paylaşırsınız,0.0,5.0
23888,kotabda,kitabda,kotabda,1.0,1.0
3197,tabeliçiliyinə,tabeliçiliyinə,tabeliçiliyinə,0.0,0.0
23768,gəliridir,gəliridir,gəliridir,0.0,0.0
40617,artırmışıq,artırmışıq,artırmışıq,0.0,0.0
37058,elan,elan,elan,0.0,0.0
25398,elmlərinə,elmlərinə,elmlərinə,0.0,0.0
24731,Uzatmayın,uzatmayın,uzatmayın,0.0,1.0
11625,anlayiram,anlayıram,anlayıram,0.0,1.0
23292,danışmaye,danışma,danışmaye,2.0,2.0
15730,Cümlenin,cümlənin,cümlənin,0.0,2.0
8675,Həsənova,Həsənova,Həsənova,0.0,0.0
34401,uni’də,uni’də,uni’də,0.0,0.0
16314,dalandı,dalandır,dalandı,1.0,1.0
26483,adami,adamı,adamı,0.0,1.0
17381,elemiwik,eləmişik,eləmişik,0.0,2.0
39231,pdflerı,pdf-ləri,pdf-ləri,0.0,3.0
38782,hazırdır,hazırdır,hazırdır,0.0,0.0
35843,Aminn,amin,amin,0.0,2.0
37270,Forte,Forte,Forte,0.0,0.0
10432,saxtakarın,saxtakarın,saxtakarın,0.0,0.0
28380,xestedi,xəstədir,xəstədir,0.0,3.0
29101,siyasət,siyasət,siyasət,0.0,0.0
33519,istemişdi,istəmişdi,istəmişdi,0.0,1.0
36796,düşünürsüz,düşünürsünüz,düşünürsüz,2.0,2.0
14122,imanovu,İmanovu,imanovu,1.0,1.0
17553,çıxarılacaq,çıxarılacaq,çıxarılacaq,0.0,0.0
33276,şagird,şagird,şagird,0.0,0.0
7025,sorasi,sonrası,sorasi,2.0,2.0
34674,deilse,deyilsə,deyilsə,0.0,2.0
32869,Kodlamanı,kodlamanı,Kodlamanı,1.0,1.0
41162,Samit,samit,Samit,1.0,1.0
3015,işarə,işarə,işarə,0.0,0.0
15588,götürərsiniz,götürərsiniz,götürərsiniz,0.0,0.0
3367,kifayətlənmək,kifayətlənmək,kifayətlənmək,0.0,0.0
16630,Qarads,qaradaş,Qarads,3.0,3.0
14120,yaxsl,yaxşı,yaxşı,0.0,2.0
6882,Deyirdi,deyirdi,deyirdi,0.0,1.0
13296,qanunu,qanunu,qanunu,0.0,0.0
3203,effektini,effektini,effektini,0.0,0.0
42908,kenar,kənar,kənar,0.0,1.0
7929,vərəqdə,vərəqdə,vərəqdə,0.0,0.0
10622,hovuza,hovuza,hovuza,0.0,0.0
28982,sərgilənən,sərgilənən,sərgilənən,0.0,0.0
12472,kodlaşdırması,kodlaşdırması,kodlaşdırması,0.0,0.0
36726,oğraş,oğraş,oğraş,0.0,0.0
10876,dayanıb,dayanıb,dayanıb,0.0,0.0
39512,qey,qeyd,qey,1.0,1.0
39586,Hendeseden,həndəsədən,Hendeseden,5.0,5.0
6294,bunla,bununla,bunla,2.0,2.0
34157,aparsın,aparsın,aparsın,0.0,0.0
30601,icfim,içdim,icfim,2.0,2.0
29422,yazana,yazana,yazana,0.0,0.0
1472,haqqında,haqqında,haqqında,0.0,0.0
39819,Sabitlənən,sabitlənən,sabitlənən,0.0,1.0
40526,Ədəbiyyati,ədəbiyyatı,ədəbiyyatı,0.0,2.0
15351,kəsişməsidi,kəsişməsidir,kəsişməsidir,0.0,1.0
9945,niyeki,niyə ki,niyə ki,0.0,2.0
8387,MaşAllah,MaşAllah,MaşAllah,0.0,0.0
8316,kimdede,kimdə də,kimdede,3.0,3.0
9900,laziçdi,lazımdır,laziçdi,4.0,4.0
32808,tariximizə,tariximizə,tariximizə,0.0,0.0
31812,salınan,salınan,salınan,0.0,0.0
6348,etdiyinden,etdiyindən,etdiyindən,0.0,1.0
6975,qanacaqsızlıqla,qanacaqsızlıqla,qanacaqsızlıqla,0.0,0.0
34636,Baxşəlilinin,Baxşəlilinin,Baxşəlilinin,0.0,0.0
36028,quru,quru,quru,0.0,0.0
30876,Şöbəsində,şöbəsində,şöbəsində,0.0,1.0
44280,olmamağın,olmamağın,olmamağın,0.0,0.0
44918,Dünən,dünən,dünən,0.0,1.0
26690,baxır,baxır,baxır,0.0,0.0
281,gəlirdi,gəlirdi,gəlirdi,0.0,0.0
25035,üstən,üstdən,üstən,1.0,1.0
39188,Gör,gör,gör,0.0,1.0
26539,gunler,günlər,günlər,0.0,2.0
28314,bölüşsəniz,bölüşsəniz,bölüşsəniz,0.0,0.0
34022,boyun,boyun,boyun,0.0,0.0
17478,quvvəsini,qüvvəsini,qüvvəsini,0.0,1.0
44194,etmişdilər,etmişdilər,etmişdilər,0.0,0.0
20348,faralarını,faralarını,faralarını,0.0,0.0
31527,mağazaya,mağazaya,mağazaya,0.0,0.0
29475,bilmədiklərimi,bilmədiklərimi,bilmədiklərimi,0.0,0.0
13429,nəvaxtdı,nə vaxtdır,nəvaxtdı,2.0,2.0
6491,məsuliyyəti,məsuliyyəti,məsuliyyətli,1.0,0.0
20162,yanaşmısınız,yanaşmısınız,yanaşmısınız,0.0,0.0
32861,başlanmayıb,başlanmayıb,başlanmayıb,0.0,0.0
12626,heyecandan,həyəcandan,həyəcandan,0.0,2.0
16996,yaxinligda,yaxınlıqda,yaxınlıqda,0.0,3.0
5556,ifşa,ifşa,ifşa,0.0,0.0
11043,vəsiqəm,vəsiqəm,vəsiqəm,0.0,0.0
6655,yazışmalarıki,yazışmalarınki,yazışmalarıki,1.0,1.0
32151,metnlerden,mətnlərdən,mətnlərdən,0.0,3.0
13177,anadili,ana dili,anadili,1.0,1.0
17344,nishanlarda,nişanlarda,nişanlarda,0.0,2.0
19667,Wekilin,şəkilin,Wekilin,2.0,2.0
42648,düzəliş,düzəliş,düzəliş,0.0,0.0
13736,varaa,var,varaa,2.0,2.0
24189,etmemisiz,etməmisiniz,etməmisiniz,0.0,3.0
42542,Bilirə,bilirəm,bilirə,1.0,2.0
21913,gorediki,görədir ki,gorediki,4.0,4.0
10102,nəsriyyatin,nəşriyyatın,nəşriyyatın,0.0,2.0
16406,hissəni,hissəni,hissəni,0.0,0.0
35653,yönləndirərsiniz,yönləndirərsiniz,yönləndirərsiniz,0.0,0.0
39813,Saaalam,salam,Saaalam,3.0,3.0
43409,nişanlımla,nişanlımla,nişanlımla,0.0,0.0
9592,bütövü,bütövü,bütövü,0.0,0.0
9679,olmaqdansa,olmaqdansa,olmaqdansa,0.0,0.0
36242,sahiblenin,sahiblənin,sahiblənin,0.0,1.0
33693,cavablasam,cavablasam,cavablasam,0.0,0.0
33212,nəzəriyə,nəzəriyyə,nəzəriyyə,0.0,1.0
34047,bir-ikisi,bir-ikisi,bir-ikisi,0.0,0.0
34090,inanclı,inanclı,inanclı,0.0,0.0
36368,inanan,inanan,inanan,0.0,0.0
42737,ezamiyyətdəyəm,ezamiyyətdəyəm,ezamiyyətdəyəm,0.0,0.0
18458,yam,yan,yam,1.0,1.0
36027,hərkəti,hərəkəti,hərkəti,1.0,1.0
22875,solundadi,solundadır,solundadır,0.0,2.0
3027,maraqlandım,maraqlandım,maraqlandım,0.0,0.0
23204,yandirmis,yandırmış,yandırmış,0.0,3.0
39802,Oxuyanda,oxuyanda,oxuyanda,0.0,1.0
24770,iyulda,iyulda,iyulda,0.0,0.0
4727,İşləyir,işləyir,işləyir,0.0,1.0
34508,düşdüyünü,düşdüyünü,düşdüyünü,0.0,0.0
8788,qiymətlərin,qiymətlərin,qiymətlərin,0.0,0.0
16135,səkili,şəkili,şəkili,0.0,1.0
22169,unudarsız,unudarsınız,unudarsız,2.0,2.0
1747,yığmışam,yığmışam,yığmışam,0.0,0.0
43181,oynuyan,oynuyan,oynuyan,0.0,0.0
21321,olamayaraq,olmayaraq,olamayaraq,1.0,1.0
19739,Atabey,Atabəy,atabə,2.0,1.0
42879,qurmusam,qurmuşam,qurmuşam,0.0,1.0
16761,celikle,çəliklə,celikle,3.0,3.0
23948,Nazirlər,nazirlər,nazirlər,0.0,1.0
17927,belelerinin,belələrinin,bələlərinin,1.0,2.0
34204,sınağdan,sınaqdan,sınağdan,1.0,1.0
34426,fakultəsi,fakültəsi,fakültəsi,0.0,1.0
35174,guvende,güvəndə,güvəndə,0.0,3.0
36540,düşüncədə,düşüncədə,düşüncədə,0.0,0.0
32252,Spam,spam,spam,0.0,1.0
8678,yazılmışdı,yazılmışdı,yazılmışdı,0.0,0.0
16384,surucuden,sürücüdən,sürücüdən,0.0,4.0
20887,Hərəsi,hərəsi,hərəsi,0.0,1.0
37594,keserdim,kəsərdim,kəsərdim,0.0,2.0
34455,Mündəricatda,mündəricatda,Mündəricatda,1.0,1.0
3102,telfonuma,telefonuma,telfonuma,1.0,1.0
44734,biləm,bilirəm,biləm,2.0,2.0
35998,mükəmməlləşdirmək,mükəmməlləşdirmək,mükəmməlləşdirmək,0.0,0.0
20025,Caan,can,Caan,2.0,2.0
39298,falandı,falandır,falandı,1.0,1.0
31443,sınağda,sınağda,sınaqda,1.0,0.0
35731,deqiqeden,dəqiqədən,deqiqeden,3.0,3.0
44127,kiminlese,kiminləsə,kiminlese,2.0,2.0
33103,Informatikadan,informatikadan,Informatikadan,1.0,1.0
38739,Nəzəriyyədir,nəzəriyyədir,nəzəriyyədir,0.0,1.0
994,terefinden,tərəfindən,tərəfindən,0.0,3.0
31547,5mart,5 mart,5mart,1.0,1.0
19236,Vessalam,Vəssalam,vəssalam,1.0,1.0
3908,Sonrakı,sonraki,sonrakı,1.0,2.0
35552,verda,ver da,verda,1.0,1.0
41791,kəsib,kəsib,kəsib,0.0,0.0
42628,meslehetdir,məsləhətdir,meslehetdir,3.0,3.0
17632,lazimdida,lazımdır da,lazımdır da,0.0,4.0
17888,Rastıma,rastıma,rastıma,0.0,1.0
30849,heyran,heyran,həyran,1.0,0.0
6366,sizce,sizcə,sizcə,0.0,1.0
31122,böyüdürük,böyüdürük,böyüdürük,0.0,0.0
35954,2005-2009,2005-2009,2005-2009,0.0,0.0
34367,təcilidii,təcilidir,təcilidir,0.0,1.0
18848,keçərdi,keçərdi,keçərdi,0.0,0.0
31679,göndərəndə,göndərəndə,göndərəndə,0.0,0.0
20054,Vasitəsi,vasitəsi,vasitəsi,0.0,1.0
6135,yazdi,yazdı,yazdı,0.0,1.0
39274,atırdım,atırdım,atırdım,0.0,0.0
20959,yanlarına,yanlarına,yanlarına,0.0,0.0
1714,beter,betər,bətər,1.0,1.0
33319,sesli,səsli,səsli,0.0,1.0
1188,yazıram,yazıram,yazıram,0.0,0.0
36499,bashina,başına,başına,0.0,3.0
5343,qazandigi,qazandığı,qazandığı,0.0,3.0
24310,ayid,aid,ayıd,2.0,1.0
17851,inanırsansa,inanırsansa,inanırsansa,0.0,0.0
35745,diqqətinizi,diqqətinizi,diqqətinizi,0.0,0.0
33051,ingilisce,ingiliscə,ingiliscə,0.0,1.0
7419,dənədir,dənədir,dənədir,0.0,0.0
38922,Dinləyin,dinləyin,dinləyin,0.0,1.0
37064,gizledirsen,gizlədirsən,gizledirsen,2.0,2.0
41235,erazide,ərazidə,ərazidə,0.0,2.0
38430,bilərmisiniz,bilərmisiniz,bilərmisiniz,0.0,0.0
25901,acilamaq,acılamaq,acilamaq,1.0,1.0
9059,silsəm,silsəm,silsəm,0.0,0.0
38582,böyütmək,böyütmək,böyütmək,0.0,0.0
20367,olmyan,olmuyan,olmayan,1.0,1.0
11147,Sıradan,sıradan,sıradan,0.0,1.0
3196,cidiyə,ciddiyə,cidiyə,1.0,1.0
18495,oxuyursuzki,oxuyursunuz ki,oxuyursuzki,3.0,3.0
9806,Elchin,Elçin,Elchin,2.0,2.0
36750,qaynaq,qaynaq,qaynaq,0.0,0.0
10222,kecirin,keçirin,keçirin,0.0,1.0
41542,davranordiki,davranırdı ki,davranordiki,3.0,3.0
13991,vaxtınıza,vaxtınıza,vaxtınıza,0.0,0.0
30787,ptaq,otaq,ptaq,1.0,1.0
39289,dersleri,dərsləri,dərsləri,0.0,2.0
41565,almaqida,almağı da,almaqida,3.0,3.0
14067,Mesajın,mesajın,mesajın,0.0,1.0
17597,Taxi,taksi,Taxi,3.0,3.0
9070,Dərslikləri,dərslikləri,dərslikləri,0.0,1.0
34739,edəcəksiz,edəcəksiniz,edəcəksiniz,0.0,2.0
14425,Az-Tarix,Azərbaycan tarixi,Az-Tarix,11.0,11.0
9602,Zefer,Zəfər,zəfər,1.0,2.0
22130,Qaldığım,qaldığım,qaldığım,0.0,1.0
43013,həmən,həmin,həmən,1.0,1.0
31222,[Kitab,kitab,kitab,0.0,2.0
3983,bugunki,bugünki,bugünki,0.0,1.0
20080,duwenden,düşəndən,düşəndən,0.0,4.0
9988,Şəxsiyyət,şəxsiyyət,şəxsiyyət,0.0,1.0
31216,Neçiyə,Neçəyə,Neçiyə,1.0,1.0
32294,sinağini,sınağını,sınağını,0.0,3.0
44751,hamballıq,hamballıq,hamballıq,0.0,0.0
38448,atdiğim,atdığım,atdığım,0.0,2.0
36158,itki,itki,itki,0.0,0.0
15031,Yedekcinin,yedəkçinin,Yedekcinin,3.0,3.0
37274,əziyət,əziyyət,əziyyət,0.0,1.0
21674,audio,audio,audio,0.0,0.0
21571,oxlular,oxlular,oxlular,0.0,0.0
7272,paylaşnda,paylaşın da,paylaşnda,2.0,2.0
23983,usdu,üstü,usdu,3.0,3.0
40735,ortası,ortası,ortası,0.0,0.0
23370,getmiyəcəm,getməyəcəyəm,getməyəcəm,2.0,3.0
44087,sözlərin,sözlərin,sözlərin,0.0,0.0
40419,təbriklərr,təbriklər,təbriklər,0.0,1.0
3317,gizlincə,gizlincə,gizlincə,0.0,0.0
42359,göndəririk,göndəririk,göndəririk,0.0,0.0
22663,kağızların,kağızların,kağızların,0.0,0.0
28753,cavan,cavan,cavan,0.0,0.0
8212,Xos,xoş,xoş,0.0,2.0
9367,edənin,edənin,edənin,0.0,0.0
24210,edebiler,edə bilər,ədəbilər,2.0,3.0
17756,göstərdilər,göstərdilər,göstərdilər,0.0,0.0
22074,bayramınız,bayramınız,bayramınız,0.0,0.0
42104,həyəcanlanır,həyəcanlanır,həyəcanlanır,0.0,0.0
34705,Edebiyyatin,ədəbiyyatın,ədəbiyyatın,0.0,3.0
10133,qalıbsa,qalıbsa,qalıbsa,0.0,0.0
34301,Hamsını,hamısını,hamsını,1.0,2.0
26132,azalmaq,azalmaq,azalmaq,0.0,0.0
28372,bədbaxt,bədbəxt,bədbaxt,1.0,1.0
16716,Rabitə,rabitə,Rabitə,1.0,1.0
28364,maşınlarını,maşınlarını,maşınlarını,0.0,0.0
35161,bəyənəcəksiniz,bəyənəcəksiniz,bəyənəcəksiniz,0.0,0.0
12127,diyim,deyim,deyim,0.0,1.0
32781,ehiyaçım,ehtiyacım,ehiyaçım,2.0,2.0
39894,Adminlik,adminlik,adminlik,0.0,1.0
6444,qeribeyem,qəribəyəm,qəribəyəm,0.0,3.0
8710,birşeydə,birşey də,birşeydə,1.0,1.0
43957,Ağlayıram,ağlayıram,ağlayıram,0.0,1.0
24053,Esq,eşq,əsq,2.0,2.0
3094,gedib-gələ,gedib-gələ,gedib-gələ,0.0,0.0
33474,İzahı,izahı,izahı,0.0,1.0
11573,leksik,leksik,leksik,0.0,0.0
17680,acilmamiw,açılmamış,açılmamış,0.0,4.0
39860,bağlayırsız,bağlayırsınız,bağlayırsınız,0.0,2.0
3514,xanımı,xanımı,xanımı,0.0,0.0
25093,sınaq2,sınaq 2,sınaq,2.0,1.0
17003,onin,onun,onin,1.0,1.0
8639,Hüquqşünaslığa,hüquqşünaslığa,Hüquqşünaslığa,1.0,1.0
16690,gorunmesidir,görünməsidir,gorunmesidir,3.0,3.0
35656,youtubedən,youtube-dən,youtube-dən,0.0,1.0
15345,ayricin,ayrıcın,ayrıcın,0.0,2.0
802,Boşan,boşan,boşan,0.0,1.0
19538,vurguladigi,vurğuladığı,vurguladigi,4.0,4.0
29809,veziyyetsen,vəziyyətdəsən,veziyyetsen,5.0,5.0
6520,duasi,duası,duası,0.0,1.0
19542,dəqlik,dəqiqəlik,dəqlik,3.0,3.0
619,Ogündə,o gün də,Ogündə,3.0,3.0
36672,weherdeki,şəhərdəki,weherdeki,4.0,4.0
26724,telefonunu,telefonunu,telefonunu,0.0,0.0
3415,bəyınmirsən,bəyənmirsən,bəyinmirsən,1.0,1.0
38253,Salyan,Salyan,Salyan,0.0,0.0
41550,bulantısı,bulantısı,bulantısı,0.0,0.0
22610,mənzilin,mənzilin,mənzilin,0.0,0.0
22969,deyiwkenliyidi,dəyişkənliyidir,deyiwkenliyidi,4.0,4.0
25244,sınağn,sınağın,sınağın,0.0,1.0
33714,nişanlanmasını,nişanlanmasını,nişanlanmasını,0.0,0.0
35310,modeline,modelinə,modelinə,0.0,1.0
37893,qabağına,qabağına,qabağına,0.0,0.0
10235,şokolad,şokolad,şokolad,0.0,0.0
3873,çıxmıre,çıxmır,çıxmıre,1.0,1.0
4820,eleyirem,eləyirəm,eləyirəm,0.0,2.0
5002,işlətmişəm,işlətmişəm,işlətmişəm,0.0,0.0
6631,araşdırma,araşdırma,araşdırma,0.0,0.0
42019,tələbədən,tələbədən,tələbədən,0.0,0.0
43819,binada,binada,binada,0.0,0.0
11370,Tehlukesizliyi,təhlükəsizliyi,təhlükəsizliyi,0.0,4.0
4159,yukleyek,yükləyək,yükləyək,0.0,3.0
40789,kitablarn,kitabların,kitablarn,1.0,1.0
24395,istiyerem,istəyirəm,istəyərəm,1.0,3.0
11854,qaydaya,qaydaya,qaydaya,0.0,0.0
20414,aparsaydi,aparsaydı,aparsaydi,1.0,1.0
20822,rubdeki,rübdəki,rubdeki,2.0,2.0
11251,yazmadim,yazmadım,yazmadım,0.0,1.0
44757,şeyleri,şeyləri,şeyləri,0.0,1.0
31838,xəzinə,xəzinə,xəzinə,0.0,0.0
5601,sekil,şəkil,şəkil,0.0,2.0
20700,Bordur,birdir,Bordur,3.0,3.0
25813,səviyyəsində,səviyyəsində,səviyyəsində,0.0,0.0
33908,üstəlik,üstəlik,üstəlik,0.0,0.0
10501,bilmirdilər,bilmirdilər,bilmirdilər,0.0,0.0
27452,qısqanclığımı,qısqanclığımı,qısqanclığımı,0.0,0.0
36634,gezmek,gəzmək,gəzmək,0.0,2.0
34700,Ulduz,ulduz,ulduz,0.0,1.0
2576,saatı,saatı,saatı,0.0,0.0
5876,Ehtiyatli,ehtiyatlı,ehtiyatlı,0.0,2.0
6778,Hamı,hamı,hamı,0.0,1.0
38984,QRUPUDUR,qrupudur,QRUPUDUR,8.0,8.0
30341,saatar,satar,saatar,1.0,1.0
543,olmayan,olmayan,olmayan,0.0,0.0
30383,gencik,gənclik,gencik,2.0,2.0
14707,oxuyursunuz,oxuyursunuz,oxuyursunuz,0.0,0.0
5044,Nəzəriyyəni,nəzəriyyəni,nəzəriyyəni,0.0,1.0
10182,Şirin,şirin,şirin,0.0,1.0
7526,atmag,atmaq,atmaq,0.0,1.0
